2760	26,087
0	0,005
20	0,031
40	0,079
60	0,142
80	0,215
100	0,298
120	0,389
140	0,487
160	0,592
180	0,704
200	0,822
220	0,945
240	1,074
260	1,208
280	1,347
300	1,491
320	1,639
340	1,791
360	1,947
380	2,108
400	2,272
420	2,44
440	2,611
460	2,786
480	2,965
500	3,147
520	3,332
540	3,52
560	3,712
580	3,906
600	4,103
620	4,302
640	4,505
660	4,709
680	4,916
700	5,126
720	5,338
740	5,551
760	5,767
780	5,985
800	6,205
820	6,427
840	6,65
860	6,876
880	7,103
900	7,331
920	7,562
940	7,794
960	8,027
980	8,261
1000	8,497
1020	8,735
1040	8,973
1060	9,213
1080	9,454
1100	9,695
1120	9,938
1140	10,182
1160	10,426
1180	10,671
1200	10,917
1220	11,164
1240	11,411
1260	11,658
1280	11,906
1300	12,155
1320	12,403
1340	12,652
1360	12,901
1380	13,15
1400	13,399
1420	13,648
1440	13,897
1460	14,145
1480	14,393
1500	14,641
1520	14,888
1540	15,134
1560	15,38
1580	15,626
1600	15,87
1620	16,114
1640	16,357
1660	16,599
1680	16,839
1700	17,079
1720	17,318
1740	17,555
1760	17,791
1780	18,026
1800	18,259
1820	18,491
1840	18,722
1860	18,951
1880	19,178
1900	19,403
1920	19,627
1940	19,849
1960	20,069
1980	20,287
2000	20,504
2020	20,718
2040	20,93
2060	21,14
2080	21,347
2100	21,552
2120	21,755
2140	21,955
2160	22,153
2180	22,348
2200	22,539
2220	22,728
2240	22,914
2260	23,097
2280	23,276
2300	23,453
2320	23,625
2340	23,794
2360	23,959
2380	24,12
2400	24,277
2420	24,43
2440	24,579
2460	24,723
2480	24,862
2500	24,997
2520	25,127
2540	25,251
2560	25,37
2580	25,483
2600	25,59
2620	25,69
2640	25,782
2660	25,866
2680	25,941
2700	26,004
2720	26,054
2740	26,082
2760	26,087
-
