1250	9,00
0	0,000
10	0,010
20	0,029
30	0,054
40	0,083
50	0,116
60	0,152
70	0,192
80	0,234
90	0,279
100	0,326
110	0,376
120	0,428
130	0,482
140	0,538
150	0,596
160	0,655
170	0,716
180	0,779
190	0,844
200	0,910
210	0,977
220	1,046
230	1,116
240	1,187
250	1,259
260	1,333
270	1,408
280	1,484
290	1,561
300	1,638
310	1,717
320	1,797
330	1,877
340	1,959
350	2,041
360	2,124
370	2,208
380	2,292
390	2,377
400	2,463
410	2,550
420	2,637
430	2,724
440	2,812
450	2,901
460	2,990
470	3,079
480	3,169
490	3,259
500	3,349
510	3,440
520	3,531
530	3,623
540	3,715
550	3,806
560	3,899
570	3,991
580	4,083
590	4,176
600	4,268
610	4,361
620	4,454
630	4,546
640	4,639
650	4,732
660	4,824
670	4,917
680	5,009
690	5,101
700	5,194
710	5,285
720	5,377
730	5,469
740	5,560
750	5,651
760	5,741
770	5,831
780	5,921
790	6,010
800	6,099
810	6,188
820	6,276
830	6,363
840	6,450
850	6,537
860	6,623
870	6,708
880	6,792
890	6,876
900	6,959
910	7,041
920	7,123
930	7,203
940	7,283
950	7,362
960	7,439
970	7,516
980	7,592
990	7,667
1000	7,741
1010	7,813
1020	7,884
1030	7,954
1040	8,023
1050	8,090
1060	8,156
1070	8,221
1080	8,284
1090	8,345
1100	8,404
1110	8,462
1120	8,518
1130	8,572
1140	8,624
1150	8,674
1160	8,721
1170	8,766
1180	8,808
1190	8,848
1200	8,884
1210	8,917
1220	8,946
1230	8,971
1240	8,990
1250	9,000
-
