2760	26,178
0	0,005
20	0,029
40	0,075
60	0,135
80	0,207
100	0,289
120	0,378
140	0,475
160	0,579
180	0,69
200	0,807
220	0,929
240	1,057
260	1,189
280	1,327
300	1,469
320	1,616
340	1,767
360	1,922
380	2,081
400	2,244
420	2,411
440	2,581
460	2,755
480	2,933
500	3,114
520	3,298
540	3,485
560	3,676
580	3,87
600	4,066
620	4,265
640	4,467
660	4,672
680	4,879
700	5,089
720	5,3
740	5,514
760	5,73
780	5,948
800	6,168
820	6,39
840	6,614
860	6,84
880	7,067
900	7,296
920	7,527
940	7,759
960	7,992
980	8,227
1000	8,463
1020	8,701
1040	8,939
1060	9,179
1080	9,42
1100	9,662
1120	9,905
1140	10,148
1160	10,393
1180	10,639
1200	10,885
1220	11,131
1240	11,379
1260	11,627
1280	11,875
1300	12,124
1320	12,373
1340	12,623
1360	12,873
1380	13,122
1400	13,372
1420	13,622
1440	13,871
1460	14,121
1480	14,369
1500	14,618
1520	14,866
1540	15,113
1560	15,36
1580	15,606
1600	15,852
1620	16,096
1640	16,34
1660	16,583
1680	16,825
1700	17,066
1720	17,305
1740	17,544
1760	17,781
1780	18,017
1800	18,252
1820	18,485
1840	18,716
1860	18,946
1880	19,175
1900	19,402
1920	19,627
1940	19,85
1960	20,071
1980	20,291
2000	20,508
2020	20,724
2040	20,937
2060	21,148
2080	21,357
2100	21,563
2120	21,767
2140	21,969
2160	22,167
2180	22,363
2200	22,556
2220	22,747
2240	22,934
2260	23,118
2280	23,3
2300	23,478
2320	23,652
2340	23,823
2360	23,99
2380	24,153
2400	24,313
2420	24,468
2440	24,618
2460	24,765
2480	24,907
2500	25,044
2520	25,175
2540	25,302
2560	25,423
2580	25,539
2600	25,647
2620	25,749
2640	25,844
2660	25,93
2680	26,007
2700	26,074
2720	26,128
2740	26,162
2760	26,178
-
