2780	26,205
0	0,015
20	0,040
40	0,082
60	0,140
80	0,211
100	0,292
120	0,381
140	0,478
160	0,582
180	0,692
200	0,809
220	0,932
240	1,060
260	1,194
280	1,332
300	1,475
320	1,623
340	1,775
360	1,931
380	2,091
400	2,255
420	2,423
440	2,594
460	2,769
480	2,947
500	3,129
520	3,313
540	3,501
560	3,692
580	3,885
600	4,081
620	4,281
640	4,482
660	4,687
680	4,893
700	5,103
720	5,314
740	5,528
760	5,744
780	5,962
800	6,182
820	6,404
840	6,628
860	6,853
880	7,081
900	7,309
920	7,54
940	7,772
960	8,005
980	8,24
1000	8,477
1020	8,714
1040	8,953
1060	9,193
1080	9,434
1100	9,676
1120	9,919
1140	10,163
1160	10,407
1180	10,653
1200	10,899
1220	11,146
1240	11,394
1260	11,642
1280	11,89
1300	12,139
1320	12,388
1340	12,638
1360	12,887
1380	13,137
1400	13,386
1420	13,636
1440	13,885
1460	14,134
1480	14,383
1500	14,631
1520	14,879
1540	15,126
1560	15,372
1580	15,618
1600	15,863
1620	16,108
1640	16,351
1660	16,594
1680	16,835
1700	17,076
1720	17,315
1740	17,553
1760	17,79
1780	18,026
1800	18,26
1820	18,493
1840	18,725
1860	18,954
1880	19,183
1900	19,409
1920	19,634
1940	19,857
1960	20,078
1980	20,297
2000	20,515
2020	20,73
2040	20,943
2060	21,154
2080	21,362
2100	21,569
2120	21,772
2140	21,974
2160	22,172
2180	22,368
2200	22,561
2220	22,751
2240	22,938
2260	23,123
2280	23,304
2300	23,481
2320	23,656
2340	23,827
2360	23,994
2380	24,157
2400	24,316
2420	24,471
2440	24,622
2460	24,769
2480	24,91
2500	25,047
2520	25,179
2540	25,306
2560	25,427
2580	25,542
2600	25,651
2620	25,752
2640	25,847
2660	25,933
2680	26,01
2700	26,076
2720	26,129
2740	26,166
2760	26,19
2780	26,205
-
