2770	26,215
0	0,011
20	0,035
40	0,076
60	0,134
80	0,204
100	0,284
120	0,372
140	0,468
160	0,571
180	0,681
200	0,798
220	0,92
240	1,048
260	1,182
280	1,32
300	1,463
320	1,61
340	1,762
360	1,918
380	2,078
400	2,242
420	2,41
440	2,582
460	2,757
480	2,935
500	3,117
520	3,302
540	3,49
560	3,681
580	3,875
600	4,072
620	4,272
640	4,474
660	4,679
680	4,886
700	5,096
720	5,307
740	5,522
760	5,738
780	5,956
800	6,176
820	6,398
840	6,622
860	6,848
880	7,075
900	7,305
920	7,535
940	7,767
960	8,001
980	8,236
1000	8,473
1020	8,71
1040	8,949
1060	9,19
1080	9,431
1100	9,673
1120	9,916
1140	10,161
1160	10,406
1180	10,651
1200	10,898
1220	11,145
1240	11,393
1260	11,641
1280	11,89
1300	12,139
1320	12,388
1340	12,638
1360	12,887
1380	13,137
1400	13,387
1420	13,637
1440	13,886
1460	14,136
1480	14,385
1500	14,633
1520	14,881
1540	15,129
1560	15,376
1580	15,622
1600	15,868
1620	16,112
1640	16,356
1660	16,599
1680	16,841
1700	17,082
1720	17,322
1740	17,56
1760	17,797
1780	18,033
1800	18,268
1820	18,501
1840	18,733
1860	18,963
1880	19,191
1900	19,418
1920	19,643
1940	19,867
1960	20,088
1980	20,308
2000	20,525
2020	20,741
2040	20,954
2060	21,165
2080	21,374
2100	21,581
2120	21,785
2140	21,987
2160	22,186
2180	22,382
2200	22,575
2220	22,765
2240	22,953
2260	23,137
2280	23,318
2300	23,496
2320	23,67
2340	23,841
2360	24,008
2380	24,171
2400	24,33
2420	24,485
2440	24,636
2460	24,782
2480	24,924
2500	25,061
2520	25,193
2540	25,32
2560	25,441
2580	25,557
2600	25,666
2620	25,768
2640	25,863
2660	25,949
2680	26,027
2700	26,093
2720	26,146
2740	26,182
2760	26,207
2770	26,215
-
