2760	26,129
0	0,002
20	0,018
40	0,061
60	0,119
80	0,188
100	0,267
120	0,355
140	0,45
160	0,552
180	0,662
200	0,777
220	0,899
240	1,026
260	1,159
280	1,296
300	1,438
320	1,585
340	1,736
360	1,892
380	2,051
400	2,214
420	2,381
440	2,552
460	2,726
480	2,904
500	3,085
520	3,269
540	3,457
560	3,647
580	3,84
600	4,037
620	4,236
640	4,437
660	4,641
680	4,848
700	5,057
720	5,268
740	5,482
760	5,697
780	5,915
800	6,135
820	6,357
840	6,58
860	6,806
880	7,033
900	7,261
920	7,492
940	7,723
960	7,957
980	8,191
1000	8,427
1020	8,665
1040	8,903
1060	9,143
1080	9,384
1100	9,625
1120	9,868
1140	10,112
1160	10,356
1180	10,601
1200	10,847
1220	11,094
1240	11,341
1260	11,589
1280	11,837
1300	12,086
1320	12,335
1340	12,584
1360	12,834
1380	13,083
1400	13,333
1420	13,582
1440	13,831
1460	14,08
1480	14,329
1500	14,577
1520	14,825
1540	15,072
1560	15,318
1580	15,564
1600	15,809
1620	16,054
1640	16,297
1660	16,54
1680	16,781
1700	17,021
1720	17,261
1740	17,499
1760	17,736
1780	17,971
1800	18,206
1820	18,438
1840	18,67
1860	18,899
1880	19,127
1900	19,354
1920	19,579
1940	19,802
1960	20,023
1980	20,242
2000	20,459
2020	20,674
2040	20,887
2060	21,098
2080	21,306
2100	21,512
2120	21,716
2140	21,917
2160	22,116
2180	22,312
2200	22,505
2220	22,695
2240	22,882
2260	23,066
2280	23,247
2300	23,425
2320	23,599
2340	23,77
2360	23,937
2380	24,1
2400	24,26
2420	24,415
2440	24,565
2460	24,712
2480	24,853
2500	24,99
2520	25,122
2540	25,248
2560	25,37
2580	25,485
2600	25,594
2620	25,696
2640	25,79
2660	25,877
2680	25,954
2700	26,022
2720	26,077
2740	26,117
2760	26,129
-
