1240	9,74
0	0,00
10	0,011
20	0,032
30	0,059
40	0,091
50	0,127
54	0,149
98	0,462
153	0,816
198	1,178
248	1,546
290	1,925
330	2,290
372	2,661
410	3,037
452	3,430
491	3,808
527	4,175
567	4,557
604	4,941
647	5,363
686	5,745
724	6,093
767	6,485
817	6,930
834	7,075
854	7,246
905	7,659
932	7,858
940	7,931
950	8,016
960	8,1
970	8,183
980	8,265
990	8,346
1000	8,425
1010	8,503
1020	8,58
1030	8,655
1040	8,729
1050	8,802
1060	8,872
1070	8,942
1080	9,009
1090	9,075
1100	9,138
1110	9,2
1120	9,259
1130	9,317
1140	9,372
1150	9,424
1160	9,474
1170	9,521
1180	9,565
1190	9,606
1200	9,643
1210	9,675
1220	9,704
1230	9,726
1240	9,74
-
